id,name,min_players,max_players,play_time,min_age,published,owned,average_rating,category
20551,Shogun,3,5,150,12,2006,10399,7.37946,Economic
20645,Tenakee,3,5,15,9,2005,253,5.51027,Bluffing
20646,1824,3,6,300,14,2005,145,5.75817,Economic
20847,Take Stock,2,6,60,10,2006,837,5.62756,Economic
20881,You Must Be an Idiot!,3,6,45,12,2005,250,5.54506,Bluffing
21133,Infinity,2,2,60,12,2005,958,6.38733,Fighting
21133,Infinity,2,2,60,12,2005,958,6.38733,Science Fiction
21239,Rocketville,3,5,45,10,2006,1095,5.34544,Science Fiction
21241,Neuroshima Hex!,1,4,30,13,2006,9911,7.22599,Fighting
21241,Neuroshima Hex!,1,4,30,13,2006,9911,7.22599,Science Fiction
21286,Parlay,2,6,30,9,2006,255,5.57318,Bluffing
21414,To The Last Man!,2,3,120,12,2009,412,5.79899,Bluffing
21436,18FL,2,4,150,12,2006,142,5.70767,Economic
21464,California,2,5,60,10,2006,1780,5.94605,Economic
21523,Runebound (Second Edition),1,6,240,12,2005,9185,6.67211,Fighting
21613,Diabolo,3,5,30,8,2006,751,5.49539,Bluffing
21654,Iliad,2,6,45,10,2006,2010,6.16959,Bluffing
21666,Mad Scientist University,3,7,45,10,2005,341,5.54808,Science Fiction
21829,Sherwood,2,4,45,9,2005,231,5.61295,Bluffing
21892,Augsburg 1520,2,5,75,12,2006,1799,6.04186,Economic
21954,Perikles,3,5,120,13,2006,2570,6.45051,Fighting
22019,ZombieTown,3,6,60,12,2007,738,5.436,Fighting
22192,HeroQuest Advanced Quest,2,5,90,10,1990,1631,6.21511,Fighting
22237,Hart an der Grenze,3,6,40,10,2006,818,5.96264,Bluffing
22266,Zig-Zag,2,4,25,8,2006,476,5.53155,Bluffing
22345,Yspahan,2,4,60,8,2006,6727,6.93143,Economic
22347,Pecking Order,2,2,20,8,1998,1192,5.9219,Bluffing
22485,Terra Prime,2,5,60,10,2009,806,5.77823,Economic
22485,Terra Prime,2,5,60,10,2009,806,5.77823,Science Fiction
22826,Mutant Chronicles Collectible Miniatures Game,2,2,60,12,2008,805,5.62591,Fighting
22826,Mutant Chronicles Collectible Miniatures Game,2,2,60,12,2008,805,5.62591,Science Fiction
22948,Munchkin Impossible,3,6,90,10,2006,2142,5.70668,Fighting
23094,Planet Steam,2,5,120,14,2008,4104,6.7243,Economic
23094,Planet Steam,2,5,120,14,2008,4104,6.7243,Science Fiction
23142,Mag·Blast (Third Edition),2,8,20,10,2006,2583,5.85861,Science Fiction
23241,Gravediggers,2,5,25,10,2005,502,5.56838,Bluffing
23387,Conan Collectible Card Game,2,9,30,12,2006,168,5.59584,Fighting
23451,Space Dealer,3,4,30,10,2006,1712,6.17805,Science Fiction
23540,1889,2,6,210,14,2005,359,6.20613,Economic
23779,Enemy Chocolatier,2,6,60,10,2006,646,5.77633,Economic
23817,1861: The Railways of the Russian Empire,3,6,360,12,2006,586,6.15891,Economic
23919,China Rails,2,6,240,10,2007,502,5.81814,Economic
23950,Viktory II,2,8,60,10,2006,526,5.91564,Fighting
23964,The Game of Life (40th Anniversary Edition),2,6,30,9,1999,558,5.13867,Economic
24002,Pirate King,2,4,120,8,2006,637,5.51336,Economic
24068,Shadow Hunters,4,8,45,13,2005,6636,6.64165,Bluffing
24168,Pirates: Quest for Davy Jones' Gold,2,4,0,8,2006,541,5.49541,Fighting
24181,Imperial,2,6,180,13,2006,6098,7.37075,Economic
24181,Imperial,2,6,180,13,2006,6098,7.37075,Fighting
24225,Boxcars,2,6,180,13,1974,353,5.61983,Economic
24491,Supernova,3,5,180,8,2008,644,5.65418,Science Fiction
24703,Heroscape Marvel: The Conflict Begins,2,2,60,8,2007,3630,6.40475,Fighting
24742,Cold War: CIA vs KGB,2,2,60,12,2007,5186,6.39956,Bluffing
24762,Medici vs Strozzi,2,2,30,10,2006,1832,6.13599,Economic
24764,Monopoly: The Mega Edition,2,8,90,8,2006,615,5.60813,Economic
24795,Cleopatra's Caboose,3,5,105,10,2010,550,5.51425,Economic
24827,Traders of Osaka,2,4,30,12,2006,3048,6.49679,Economic
24878,AT-43 Initiation Set: Operation Damocles,2,2,60,12,2006,908,5.96418,Science Fiction
25071,Munchkin Cthulhu,3,6,90,10,2007,7913,6.03679,Fighting
25144,Dart Wars,2,5,30,8,2006,248,5.47199,Fighting
25224,Hermagor,2,5,120,12,2006,1877,6.40023,Economic
25261,Tannhäuser,2,10,120,13,2007,5084,6.15561,Fighting
25261,Tannhäuser,2,10,120,13,2007,5084,6.15561,Science Fiction
25554,Notre Dame,2,5,75,10,2007,9597,7.22571,Economic
25605,Walhalla,3,4,60,12,2006,507,5.73814,Fighting
25613,Through the Ages: A Story of Civilization,2,4,240,12,2006,15829,7.92789,Economic
25677,Formidable Foes,2,6,90,10,2006,686,5.50739,Fighting
25821,The Werewolves of Miller's Hollow,8,18,30,10,2001,10838,6.66985,Bluffing
25920,Do You Worship Cthulhu?,5,30,30,12,2006,288,5.53127,Bluffing
25937,Galactic Destiny,3,6,240,12,2007,350,5.56777,Science Fiction
25951,The Castle of the Devil,4,8,40,10,2010,3019,6.16094,Bluffing
25951,The Castle of the Devil,4,8,40,10,2010,3019,6.16094,Fighting
26055,Twilight Imperium (second edition),2,6,240,12,2000,766,5.95029,Science Fiction
26124,Faerie Tales,2,4,45,12,2006,459,5.55415,Bluffing
26124,Faerie Tales,2,4,45,12,2006,459,5.55415,Fighting
26156,Ausgerechnet Uppsala,2,6,20,10,2006,326,5.71797,Bluffing
26205,Monopoly: Euro,2,8,120,8,2000,208,5.44085,Economic
26566,Homesteaders,2,4,90,12,2009,3303,6.89958,Economic
26747,Space Junkyard,2,4,30,10,2009,399,5.6021,Science Fiction
26990,Container,3,5,90,0,2007,2665,6.77564,Economic
27155,J'te Gage Que...,4,50,120,12,2006,698,5.5339,Bluffing
27165,Age of Discovery,2,4,45,10,2007,1263,5.91723,Economic
27173,Vikings,2,4,60,10,2007,6471,7.07086,Economic
27266,Silent Death: The Next Millennium Deluxe Edition,2,8,120,10,1995,434,5.78442,Fighting
27266,Silent Death: The Next Millennium Deluxe Edition,2,8,120,10,1995,434,5.78442,Science Fiction
27298,Owner's Choice,2,5,45,10,2006,671,5.75597,Economic
27364,Caylus Magna Carta,2,4,75,10,2007,6087,6.70718,Economic
27385,Alchemist,2,5,50,10,2007,1339,5.93879,Economic
27463,Galactic Emperor,3,6,90,12,2008,1336,6.18046,Science Fiction
27532,Vineta,2,6,45,10,2008,1377,5.85592,Bluffing
27627,Talisman (Revised 4th Edition),2,6,90,13,2007,13800,6.36169,Fighting
27658,Warhammer Fantasy Battle: Battle For Skull Pass,2,2,120,0,2006,769,5.82884,Fighting
27789,Rotterdam,2,4,60,8,2007,285,5.55367,Economic
27800,The Market of Alturien,2,6,60,10,2007,702,5.46518,Economic
27833,Steam,3,5,90,10,2009,8725,7.4558,Economic
27976,Heroscape Master Set: Swarm of the Marro,2,4,60,8,2007,4179,6.90069,Fighting
27976,Heroscape Master Set: Swarm of the Marro,2,4,60,8,2007,4179,6.90069,Science Fiction
28047,Covert Action,4,14,20,10,2007,441,5.43469,Bluffing
28143,Race for the Galaxy,2,4,60,12,2007,40837,7.68273,Economic
28143,Race for the Galaxy,2,4,60,12,2007,40837,7.68273,Science Fiction
28218,Cash-a-Catch,3,5,30,8,2007,1001,5.87789,Economic
28246,Zanzibar,2,5,45,10,2007,216,5.5076599999999996,Economic
28259,Cutthroat Caverns,3,6,90,12,2007,5562,6.38107,Fighting
28620,Phoenicia,2,5,90,12,2007,1971,6.21053,Economic
28720,Brass: Lancashire,2,4,180,14,2007,11109,7.80918,Economic
28723,Before the Wind,2,4,75,10,2007,1713,6.20033,Economic
28739,Garibaldi: The Escape,2,6,60,10,2007,524,5.81716,Bluffing
29030,Chicago Poker,2,6,45,10,2007,666,5.63328,Bluffing
29078,Frontiers,2,2,45,10,2007,1041,5.63099,Science Fiction
29096,Letter of Marque,3,6,20,8,2009,1236,5.25293,Bluffing
29109,Dust,2,6,240,12,2007,2412,6.0588,Science Fiction
29118,Exalted: War for the Throne,2,5,180,12,2007,349,5.50899,Fighting
29198,Inn-Fighting,3,6,30,12,2007,1701,5.67162,Fighting
29352,Lupusburg,4,8,40,8,2008,366,5.52554,Bluffing
29368,Last Night on Earth: The Zombie Game,2,6,90,12,2007,15558,6.83987,Fighting
29581,Tomb,1,6,90,12,2008,1580,5.97334,Fighting
29602,Okko: Era of the Asagiri,2,2,45,12,2008,1728,5.96532,Fighting
29626,Robotics,3,5,60,12,2007,314,5.49533,Science Fiction
29676,Monopoly: Tropical Tycoon DVD Game,3,5,180,8,2007,423,5.52556,Economic
29678,Munchkin Quest,2,4,180,12,2008,6203,5.76009,Fighting
29972,El Capitán,2,5,90,12,2007,2196,6.34532,Economic
30057,Burger Joint,2,2,30,10,2009,670,5.67496,Economic
30166,"The Good, the Bad, and the Munchkin",3,6,90,10,2007,2475,5.83202,Fighting
30324,Ca$h 'n Gun$: Live,8,20,0,10,2007,890,5.72351,Bluffing
30324,Ca$h 'n Gun$: Live,8,20,0,10,2007,890,5.72351,Fighting
30328,Battleground: Crossbows & Catapults War Chest Starter Set,2,2,60,6,2007,947,5.83953,Fighting
30367,Perry Rhodan: The Cosmic League,2,2,30,10,2007,2431,6.30611,Economic
30367,Perry Rhodan: The Cosmic League,2,2,30,10,2007,2431,6.30611,Science Fiction
30370,E.T.I.: Estimated Time to Invasion,3,6,90,12,2008,198,5.53356,Science Fiction
30379,Change Horses,2,5,30,8,2008,582,5.46552,Bluffing
30380,Cuba,2,5,120,10,2007,7185,6.95889,Economic
30381,Hamburgum,2,5,75,12,2007,2950,6.68987,Economic
30483,Antler Island,3,4,45,10,2007,714,5.73088,Bluffing
30483,Antler Island,3,4,45,10,2007,714,5.73088,Fighting
30539,Get Bit!,3,6,20,7,2007,7534,6.07532,Bluffing
30804,Song of Blades and Heroes,2,6,45,12,2007,611,6.01725,Fighting
30932,Lascaux,3,5,25,8,2007,1023,5.92843,Bluffing
30933,BANG! The Bullet!,3,8,40,8,2007,9068,6.69343,Bluffing
30933,BANG! The Bullet!,3,8,40,8,2007,9068,6.69343,Fighting
31056,Micro Mutants: Evolution,2,4,30,10,2007,1444,6.04362,Fighting
31260,Agricola,1,5,150,12,2007,58016,7.9634,Economic
31336,Corunea,2,4,30,15,2008,371,5.59449,Fighting
31380,Modern Society,3,5,60,10,2009,352,5.5153,Economic
31481,Galaxy Trucker,2,4,60,10,2007,20650,7.37214,Science Fiction
31483,Constantinopolis,2,5,90,12,2010,2223,6.32508,Economic
31545,Pow Wow,3,8,30,0,2006,544,5.95033,Bluffing
31547,Kleine Helden,2,5,45,0,2007,311,5.58541,Fighting
31594,In the Year of the Dragon,2,5,100,12,2007,6876,7.21802,Economic
31612,Sultan,2,5,45,8,2007,559,5.64907,Bluffing
31722,Steam over Holland,2,5,180,0,2007,476,6.10043,Economic
31730,Chicago Express,2,6,60,12,2007,6222,6.99756,Economic
31759,Battletech Introductory Box Set,2,6,120,14,2002,1836,6.37508,Fighting
31759,Battletech Introductory Box Set,2,6,120,14,2002,1836,6.37508,Science Fiction
31920,Munchkin Booty,3,6,90,10,2008,3479,5.93924,Fighting
32002,Forged in Steel,2,4,120,13,2016,348,5.79051,Economic
32032,Monopoly: Electronic Banking,2,6,160,0,2007,1137,5.32585,Economic
32114,Merchants,2,4,30,12,2007,1023,5.97439,Economic
32125,Felix: The Cat in the Sack,3,5,20,8,2007,4507,6.38675,Bluffing
32146,Trailer Park Wars,2,6,0,13,2007,675,5.60717,Economic
32164,Borneo,3,5,45,10,2007,341,5.51461,Economic
32165,Darjeeling,2,5,60,12,2007,1276,6.09127,Economic
32412,Palastgeflüster,3,5,45,10,2007,2315,6.32778,Bluffing
32424,1848: Australia,3,6,360,0,2007,151,5.82157,Economic
32469,Make You Gunfighters,3,7,30,12,2007,201,5.59926,Fighting
32495,Murder City,2,5,120,12,2007,338,5.48805,Bluffing
32495,Murder City,2,5,120,12,2007,338,5.48805,Science Fiction
32666,Wealth of Nations,3,6,120,0,2008,1639,6.39728,Economic
32674,Monsterpocalypse,2,4,60,12,2008,1609,6.2905,Fighting
32674,Monsterpocalypse,2,4,60,12,2008,1609,6.2905,Science Fiction
32944,Neue Heimat,2,5,45,10,2007,488,6.171,Economic
32969,Innsmouth Escape,2,5,30,12,2008,491,5.53257,Fighting
32992,Tàin,2,4,30,8,2007,126,5.47473,Bluffing
33040,Humans!!!,2,6,60,0,2008,1486,5.5974,Fighting
33107,Senji,3,6,90,0,2008,1758,6.10716,Bluffing
33434,Funkenschlag: EnBW,2,6,120,0,2007,282,5.94165,Economic
33468,Zombie in my Pocket,1,1,5,11,2007,1991,5.94123,Fighting
33732,Tulipmania 1637,3,5,60,0,2009,878,5.77099,Economic
33759,Omega Centauri,2,4,60,12,2014,335,5.74089,Science Fiction
33876,Killer Bunnies and the Journey to Jupiter,2,6,90,12,2008,683,5.49153,Fighting
33876,Killer Bunnies and the Journey to Jupiter,2,6,90,12,2008,683,5.49153,Science Fiction
33911,Bacchus' Banquet,3,5,30,8,2008,736,5.68848,Bluffing
34084,Witch's Brew,3,5,45,9,2008,3325,6.70003,Bluffing
34152,Grind,2,2,60,14,2009,801,5.66693,Science Fiction
34219,Biblios,2,4,30,10,2007,12727,7.08213,Economic
34255,Deukalion,2,4,60,10,2008,411,5.57444,Fighting
34373,Tiki Topple,2,4,20,10,2008,1857,6.03658,Bluffing
34871,Ventura,2,4,90,13,2011,1347,5.74206,Fighting
34887,Revolution!,3,4,60,10,2009,4108,6.45783,Bluffing
35017,Chaos Isle: Zombi Deck,1,6,30,13,2008,299,5.5247,Fighting
35122,"Yetisburg: Titanic Battles in History, Vol. 1",2,2,30,0,2008,521,5.54207,Fighting
35248,Batavia,3,5,60,10,2008,1619,5.96209,Economic
35285,German Railways,3,5,60,12,2008,1158,6.10359,Economic
35289,The Dutch Golden Age,3,4,60,10,2008,951,5.81604,Economic
35369,Martian Fluxx,2,6,30,8,2009,1773,5.81559,Science Fiction
35376,Bandits,2,6,45,10,2008,304,5.54454,Fighting
35570,Tinners' Trail,3,4,90,13,2008,3567,6.93348,Economic
35599,Witchcraft,2,2,30,0,2008,265,5.69654,Fighting
35677,Le Havre,1,5,150,12,2008,19738,7.80935,Economic
35706,Carpe Astra,2,4,60,12,2008,785,5.65612,Science Fiction
35801,Lungarno,2,5,45,8,2008,608,5.66741,Economic
35812,Wild Vikings,2,5,15,6,2008,268,5.57568,Economic
35815,A Touch of Evil: The Supernatural Game,2,8,90,12,2008,5635,6.63768,Fighting
36367,Dust Tactics,2,4,30,0,2010,1249,6.13162,Science Fiction
36424,"Gulf, Mobile & Ohio",3,5,60,0,2008,186,5.69435,Economic
36659,Free Trader,1,1,45,0,2008,305,5.60861,Fighting
36659,Free Trader,1,1,45,0,2008,305,5.60861,Science Fiction
36661,One More Barrel,3,5,90,12,2008,268,5.60339,Economic
36811,The Princes of Machu Picchu,2,5,90,12,2008,1609,6.42247,Economic
36888,After the Flood,3,3,180,13,2008,1025,6.17513,Fighting
36932,Claustrophobia,2,2,45,14,2009,8012,7.27981,Fighting
36986,All Things Zombie: The Boardgame,1,6,40,12,2010,1155,5.74448,Fighting
36986,All Things Zombie: The Boardgame,1,6,40,12,2010,1155,5.74448,Science Fiction
37046,Ghost Stories,1,4,60,12,2008,18293,7.24981,Fighting
37165,"Warhammer 40,000 (fifth edition)",2,12,60,0,2008,1475,6.08604,Fighting
37165,"Warhammer 40,000 (fifth edition)",2,12,60,0,2008,1475,6.08604,Science Fiction
37184,Dungeons & Dragons Miniatures Game (second edition),2,2,60,12,2008,426,5.68195,Fighting
37345,Circus Maximus,3,5,45,10,2008,447,5.57942,Economic
37362,Robot Master,1,4,15,8,2008,309,5.65593,Science Fiction
37672,"Warhammer 40,000: Assault On Black Reach",2,0,240,0,2008,699,5.81973,Fighting
37672,"Warhammer 40,000: Assault On Black Reach",2,0,240,0,2008,699,5.81973,Science Fiction
37680,The Heavens of Olympus,3,5,60,13,2011,335,5.53287,Economic
37738,Master Builder,2,4,60,10,2008,640,5.65931,Economic
37759,Incan Gold,3,8,20,8,2006,9986,6.70503,Bluffing
37906,Firestorm Armada,2,4,90,12,2009,372,5.73916,Science Fiction
37907,Diamonds Club,2,4,75,10,2008,1334,6.49488,Economic
37919,Ascending Empires,2,4,75,10,2011,1773,6.62742,Fighting
37919,Ascending Empires,2,4,75,10,2011,1773,6.62742,Science Fiction
37982,God Dice,2,4,30,0,2008,270,5.62906,Fighting
38032,Byzanz,3,6,45,8,2008,861,5.96899,Economic
38159,Ultimate Werewolf: Ultimate Edition,5,68,90,8,2008,5162,6.7353,Bluffing
38227,Wolsung: The Boardgame,2,4,30,0,2008,281,5.48735,Science Fiction
38343,Ad Astra,3,5,60,13,2009,2616,6.52234,Science Fiction
38400,War for Edaðh,1,4,30,0,2008,423,5.59654,Fighting
38453,Space Alert,1,5,30,12,2008,15913,7.36278,Science Fiction
38707,Bushido: Der Weg des Kriegers,3,5,90,12,2008,593,5.65874,Bluffing
38707,Bushido: Der Weg des Kriegers,3,5,90,12,2008,593,5.65874,Fighting
38765,Ground Floor,2,6,150,12,2012,2162,6.49694,Economic
38863,Hab & Gut,3,5,45,10,2008,1399,6.48366,Economic
38872,Jet Set,2,6,120,12,2008,973,6.11394,Economic
38980,Mecanisburgo,2,6,120,14,2008,491,5.72448,Economic
38980,Mecanisburgo,2,6,120,14,2008,491,5.72448,Science Fiction
38986,18NEB,2,4,180,12,2010,132,5.75741,Economic
39219,Turandot,2,5,15,0,2009,191,5.55364,Bluffing
39242,Black Friday,2,5,55,12,2010,1398,6.10291,Economic
39336,Mégawatts,2,6,120,14,2008,532,6.1502,Economic
39339,Android,3,5,180,13,2008,5386,6.46045,Science Fiction
39351,Automobile,3,5,120,12,2009,4681,7.0668,Economic
39463,Cosmic Encounter,3,5,120,12,2008,22798,7.46185,Bluffing
39463,Cosmic Encounter,3,5,120,12,2008,22798,7.46185,Science Fiction
39683,At the Gates of Loyang,1,4,120,10,2009,8952,7.16247,Economic
39684,Merkator,1,4,90,12,2010,2721,6.5672,Economic
39798,Deadlands: The Battle for Slaughter Gulch,2,6,60,0,2009,692,5.58797,Fighting
39938,Carson City,2,5,90,12,2009,5122,7.05451,Economic
39994,Party Playoff,4,99,30,0,2008,344,5.56886,Bluffing
40214,Bombay,2,5,45,10,2009,1926,6.03143,Economic
40235,Bridge Troll,3,6,45,10,2009,915,5.73619,Bluffing
40235,Bridge Troll,3,6,45,10,2009,915,5.73619,Economic
40276,Masters of Venice,2,5,90,15,2009,901,5.91168,Economic
40347,Monopoly: Here and Now – The World Edition,2,6,60,8,2008,467,5.42088,Economic
40398,Monopoly Deal Card Game,2,5,15,8,2008,10071,6.08774,Economic
40416,Martians!!!,2,6,60,13,2009,411,5.51884,Fighting
40416,Martians!!!,2,6,60,13,2009,411,5.51884,Science Fiction
40432,Stratego (Revised Edition),2,2,30,8,2008,1203,5.72951,Bluffing
40432,Stratego (Revised Edition),2,2,30,8,2008,1203,5.72951,Fighting
40440,Sector 41,2,4,90,12,2009,255,5.53872,Science Fiction
40529,Cosmic Encounter,3,6,60,0,1991,1264,6.29578,Bluffing
40529,Cosmic Encounter,3,6,60,0,1991,1264,6.29578,Science Fiction
40531,Cosmic Encounter,2,4,60,0,2000,2092,5.97202,Bluffing
40531,Cosmic Encounter,2,4,60,0,2000,2092,5.97202,Science Fiction
40602,Rabbit Hunt,2,4,20,0,2009,114,5.55756,Bluffing
40603,Incursion,2,2,120,0,2009,852,5.93858,Science Fiction
40628,Finca,2,4,45,10,2009,5248,6.82529,Economic
40692,Small World,2,5,80,8,2009,54589,7.27719,Fighting
40765,Clash of Cultures,2,4,240,14,2012,4854,7.25465,Economic
40871,Crunch: The Game for Utter Bankers,2,4,45,12,2009,688,5.54068,Economic
41019,Sherwood Forest,3,6,60,9,2009,482,5.5878,Bluffing
41019,Sherwood Forest,3,6,60,9,2009,482,5.5878,Fighting
41032,Galaxy's Edge,3,4,60,10,2009,265,5.59699,Science Fiction
41054,You Robot,4,10,20,6,2009,510,5.59936,Science Fiction
41090,Magnate,2,2,45,13,2008,199,5.80052,Economic
41114,The Resistance,5,10,30,13,2009,37969,7.32299,Bluffing
41114,The Resistance,5,10,30,13,2009,37969,7.32299,Science Fiction
41186,Monopoly City,2,6,75,8,2009,1774,5.53194,Economic
41372,Zombie in my Pocket,1,8,30,11,2010,918,5.62614,Fighting
41541,Are You the Traitor?,4,10,30,13,2009,1211,5.33431,Bluffing
41612,Struggle for the Galactic Empire,1,1,240,14,2009,725,5.71769,Science Fiction
41636,Abandon Ship,3,7,30,10,2009,1061,5.87884,Bluffing
41749,American Rails,3,5,90,14,2009,1029,6.38269,Economic
41863,Axis & Allies: 1942,2,5,240,12,2009,3545,6.2945,Economic
41933,Arctic Scavengers,2,5,60,12,2009,2847,6.51559,Bluffing
41933,Arctic Scavengers,2,5,60,12,2009,2847,6.51559,Fighting
42050,Eurobusiness,2,5,90,14,1983,329,5.30966,Economic
42052,Vinhos,2,4,135,12,2010,4088,7.11061,Economic
42111,Fzzzt!,2,4,30,8,2009,1171,5.86703,Science Fiction
42112,Mob Ties: The Board Game,3,6,90,13,2011,196,5.64327,Bluffing
42124,Dungeon Twister 2: Prison,1,2,60,10,2009,2210,6.47169,Fighting
42244,Martinique,2,2,30,10,2009,1598,5.8953,Bluffing
42360,Space Pirates,2,4,60,12,2009,379,5.49667,Science Fiction
42444,Batt'l Kha'os,2,2,30,10,2009,1135,5.84277,Fighting
42490,Pony Express,3,5,45,8,2009,799,5.90157,Bluffing
42743,Opera,2,4,90,12,2009,1124,6.04979,Economic
42929,Martian Rails,2,6,180,12,2009,616,5.91484,Economic
42929,Martian Rails,2,6,180,12,2009,616,5.91484,Science Fiction
42939,Invasion from Outer Space: The Martian Game,2,6,90,12,2010,1746,6.21457,Fighting
42939,Invasion from Outer Space: The Martian Game,2,6,90,12,2010,1746,6.21457,Science Fiction
42968,Pressure Matrix,2,5,45,10,2010,274,5.39298,Science Fiction
43111,Chaos in the Old World,3,4,120,13,2009,12150,7.48164,Fighting
43136,Chunky Fighters,2,99,10,6,2009,291,5.59476,Fighting
43249,The BoardGameGeek Game,3,6,60,8,2009,1061,5.71829,Bluffing
43249,The BoardGameGeek Game,3,6,60,8,2009,1061,5.71829,Economic
43262,Neuroshima Hex! Duel,2,2,30,10,2009,1695,6.43524,Fighting
43262,Neuroshima Hex! Duel,2,2,30,10,2009,1695,6.43524,Science Fiction
43307,Baltimore & Ohio,3,6,120,13,2009,827,6.15185,Economic
43320,Tomb: Cryptmaster,2,6,120,13,2009,1040,5.88442,Fighting
43443,Castle Panic,1,6,60,10,2009,16494,6.57094,Fighting
43691,Delve: The Dice Game,1,1,20,0,2009,544,5.76675,Fighting
44163,Power Grid: Factory Manager,2,5,60,12,2009,5805,6.68525,Economic
45134,Arcana,2,4,60,13,2009,3031,5.91155,Bluffing
45315,Dungeon Lords,2,4,90,12,2009,11691,7.27789,Economic
45315,Dungeon Lords,2,4,90,12,2009,11691,7.27789,Fighting
45319,Alcazar,2,5,60,10,2009,542,5.61955,Economic
45986,Stronghold,2,4,120,10,2009,4875,6.85219,Fighting
46782,Rush n' Crush,3,6,60,12,2009,1650,5.88413,Science Fiction
46807,Infinite City,2,6,45,10,2009,1738,5.95009,Science Fiction
47046,Gambit 7,3,21,15,7,2008,562,5.9321,Bluffing
47055,High Frontier,2,5,180,12,2010,2369,6.62908,Economic
47055,High Frontier,2,5,180,12,2010,2369,6.62908,Science Fiction
47130,Shootin' Ladders: Frag Fest,3,8,60,13,2009,284,5.55184,Fighting
47185,Warhammer: Invasion,2,2,45,13,2009,6664,6.93214,Fighting
48726,Alien Frontiers,2,4,90,13,2010,11158,7.33009,Science Fiction
50750,Belfort,2,5,120,12,2011,5882,7.02719,Economic
50768,Ninjato,2,4,60,12,2011,2574,6.7512,Fighting
52461,Legacy: The Testament of Duke de Crecy,1,4,60,8,2013,4048,6.85085,Economic
53168,Triumvirate,2,2,15,12,2009,975,6.05523,Bluffing
53953,Thunderstone,1,5,60,12,2009,9500,6.8404,Fighting
54138,Imperial 2030,2,6,120,12,2009,4146,7.29831,Economic
54138,Imperial 2030,2,6,120,12,2009,4146,7.29831,Fighting
54361,Heroscape Master Set:  Battle for the Underdark,2,2,60,8,2010,2335,6.43426,Fighting
54361,Heroscape Master Set:  Battle for the Underdark,2,2,60,8,2010,2335,6.43426,Science Fiction
54433,Nanuk,5,8,45,0,2009,856,5.7906,Bluffing
54625,Space Hulk (third edition),2,2,60,12,2009,8269,7.22555,Fighting
54625,Space Hulk (third edition),2,2,60,12,2009,8269,7.22555,Science Fiction
54643,Skyline 3000,2,4,60,10,2009,1334,5.79748,Science Fiction
54998,Cyclades,2,5,90,13,2009,12936,7.35341,Fighting
55492,MegaCorps,3,6,75,13,2009,594,5.52311,Economic
55492,MegaCorps,3,6,75,13,2009,594,5.52311,Science Fiction
55597,Chaos Marauders (second edition),2,4,30,13,2009,1605,5.51212,Fighting
55600,Shipyard,2,4,120,11,2009,3689,6.92744,Economic
55601,Sneaks & Snitches,2,5,20,9,2010,1095,5.8986,Bluffing
55763,Mister X,2,6,60,10,2009,458,5.73718,Bluffing
55829,Axis & Allies Pacific 1940,2,4,360,12,2009,2486,6.43141,Economic
55829,Axis & Allies Pacific 1940,2,4,360,12,2009,2486,6.43141,Fighting
55842,Namibia,3,4,120,12,2010,160,5.58781,Economic
55952,Greed Incorporated,3,5,180,14,2009,896,6.20486,Economic
56128,Zombiaki II: Attack on Moscow,2,2,30,8,2010,775,5.73696,Fighting
56707,Colonia,3,6,120,12,2009,1338,6.07604,Economic
56758,BasketBoss,2,5,50,10,2009,550,5.84161,Economic
56786,Kuhhandel Master,2,6,60,10,2009,1282,6.02751,Bluffing
56885,The Werewolves of Miller's Hollow: The Village,8,18,30,8,2009,1290,6.07952,Bluffing
57037,Kingpin,2,2,30,15,2009,206,5.59336,Fighting
57390,Catacombs,2,5,90,12,2010,3468,6.7266,Fighting
57803,Forlorn: Hope,1,2,40,13,2010,369,5.66613,Fighting
57803,Forlorn: Hope,1,2,40,13,2010,369,5.66613,Science Fiction
57925,Havana,2,4,45,10,2009,3115,6.51243,Bluffing
57998,Boże Igrzysko,3,4,120,12,2010,215,5.88237,Fighting
58281,Summoner Wars,2,4,60,9,2009,4667,7.01071,Fighting
58886,Alba Longa,2,5,90,12,2011,727,5.68846,Economic
59223,Diego Drachenzahn,2,4,15,5,2009,322,5.60876,Bluffing
59294,Runewars,2,4,180,14,2010,8306,7.35891,Fighting
59429,Dark Darker Darkest,2,5,120,12,2013,1824,5.87485,Fighting
59936,Battle Merchants,2,4,120,10,2014,474,5.79081,Economic
59946,Dungeons & Dragons: Castle Ravenloft Board Game,1,5,60,12,2010,11261,6.74484,Fighting
59959,Letters from Whitechapel,2,6,120,13,2011,12123,7.26526,Bluffing
61692,Axis & Allies Europe 1940,2,6,360,12,2010,2512,6.53455,Economic
61692,Axis & Allies Europe 1940,2,6,360,12,2010,2512,6.53455,Fighting
62220,Urban Sprawl,2,4,180,12,2011,2644,6.34907,Economic
62809,Jump Gate,2,6,45,12,2010,225,5.6104,Science Fiction
62853,JAB: Realtime Boxing,2,2,15,10,2011,1718,5.91348,Fighting
63027,Leviathans,2,8,90,13,2012,644,5.79321,Science Fiction
63091,Space Hulk (second edition),2,2,90,10,1996,767,6.12379,Fighting
63091,Space Hulk (second edition),2,2,90,10,1996,767,6.12379,Science Fiction
63167,Undermining,2,5,45,8,2011,829,5.90552,Science Fiction
63395,Chocolatl,3,5,45,8,2010,504,5.71821,Bluffing
