id,name,min_players,max_players,play_time,min_age,published,owned,average_rating,category
3065,Monopoly: Stock Exchange,2,6,120,8,2001,249,5.50388,Economic
3072,Necromunda,2,4,30,12,1995,1774,6.54135,Fighting
3072,Necromunda,2,4,30,12,1995,1774,6.54135,Science Fiction
3076,Puerto Rico,2,5,150,12,2002,54393,7.98494,Economic
3086,The Omega Virus,1,4,35,14,1992,1463,5.8463,Science Fiction
3089,Bounty Hunter: Shootout at the Saloon,2,2,10,12,1982,328,5.48329,Fighting
3097,1849,3,5,180,14,1998,191,5.82068,Economic
3114,Poleconomy,2,6,180,12,1977,664,5.47083,Economic
3127,Age of Empires II,0,0,120,12,2000,233,5.51061,Fighting
3128,Clippers,2,5,90,10,2002,1117,6.03797,Economic
3137,Anno Domini: Erfindungen,2,8,30,10,1999,625,5.88594,Bluffing
3154,Nautilus,2,4,120,12,2002,2213,6.00037,Economic
3154,Nautilus,2,4,120,12,2002,2213,6.00037,Science Fiction
3162,Invasion of the Air-eaters,2,2,90,10,1979,396,5.5715,Science Fiction
3163,Doom of the Eldar,2,2,120,12,1993,375,5.64972,Science Fiction
3170,Horus Heresy,2,2,120,12,1993,408,5.64687,Science Fiction
3177,Battle for Armageddon,2,2,120,14,1992,479,5.6997,Science Fiction
3234,Dschunke,3,4,60,10,2002,1425,6.11896,Economic
3242,Clash of the Gladiators,2,5,45,10,2002,964,5.68082,Fighting
3243,Wooly Bully,2,4,30,7,2002,3170,5.91202,Bluffing
3247,Planet Busters,2,4,60,10,1982,285,5.52707,Science Fiction
3248,Citadel of Blood,1,6,30,10,1980,522,5.6127,Fighting
3249,Rescue from the Hive,1,2,60,12,1981,507,5.51982,Science Fiction
3271,Battlesuit,2,2,60,10,1983,347,5.46866,Science Fiction
3307,Wallenstein (first edition),3,5,150,12,2002,2641,7.06257,Economic
3339,Diceland: Deep White Sea,2,5,20,10,2002,528,5.71555,Fighting
3339,Diceland: Deep White Sea,2,5,20,10,2002,528,5.71555,Science Fiction
3341,Burn Rate,2,4,45,13,2002,774,5.67407,Economic
3343,Go For Broke,2,4,60,10,1965,1582,5.04666,Economic
3439,HeroClix,2,2,60,10,2002,3175,6.1103,Fighting
3463,Wizard,2,2,30,10,1978,710,5.87785,Fighting
3464,Melee,2,2,15,10,1977,889,5.93432,Fighting
3466,WarpWar,2,2,30,12,1977,631,5.63148,Science Fiction
3475,Shadowfist,2,7,60,10,1995,584,5.9406,Fighting
3476,Shadowrun: DMZ Downtown Militarized Zone,2,2,30,12,1990,325,5.45537,Science Fiction
3484,Armada,2,4,120,10,1986,746,5.41806,Fighting
3487,BattleTech CCG,2,2,20,10,1996,969,5.83516,Science Fiction
3528,Priceless,2,4,45,13,1996,197,5.53436,Economic
3534,Star Trader,2,6,180,12,1982,540,5.78458,Economic
3534,Star Trader,2,6,180,12,1982,540,5.78458,Science Fiction
3560,Ice War,2,2,60,12,1978,362,5.52695,Science Fiction
3565,Mordheim: City of the Damned,2,6,60,10,1999,1692,6.45037,Fighting
3567,Roller Coaster Tycoon,2,4,45,8,2002,786,5.6424,Economic
3600,Fifth Frontier War,2,4,360,12,1981,372,5.6298,Science Fiction
3616,BattleForce,2,20,120,10,1987,315,5.55631,Science Fiction
3625,DeathMaze,1,6,90,10,1979,502,5.5326,Fighting
3637,Triplanetary,2,3,45,12,1973,264,5.62812,Science Fiction
3640,Spy Ring,2,4,45,7,1965,283,5.46744,Fighting
3661,Imperium,2,2,180,12,1977,1111,5.93084,Science Fiction
3662,BattleFleet Mars,2,2,120,12,1977,445,5.57695,Science Fiction
3758,Triopoly,2,8,240,10,1997,427,5.44964,Economic
3800,Himalaya,3,4,60,8,2002,1867,6.53621,Economic
3828,Locomotive Werks,3,5,120,12,2002,681,5.90407,Economic
3850,Galactic Empires,2,12,45,10,1994,322,5.46035,Science Fiction
3864,Mechwarrior: Dark Age,2,10,60,10,2002,1078,5.74389,Science Fiction
3887,Stock Market Game,2,8,180,10,1963,467,5.60102,Economic
3893,Full Thrust,2,6,120,12,1992,655,5.98922,Science Fiction
3895,Silent Death,2,8,120,10,1990,654,5.89572,Fighting
3895,Silent Death,2,8,120,10,1990,654,5.89572,Science Fiction
3921,Street Illegal,1,7,45,10,2002,894,5.56622,Bluffing
3931,Mare Nostrum,3,5,120,10,2003,3215,6.4148,Economic
3947,Cannibal Pygmies in the Jungle of Doom,2,6,20,12,2002,664,5.5524,Fighting
3955,BANG!,4,7,40,8,2002,22408,6.43743,Bluffing
3955,BANG!,4,7,40,8,2002,22408,6.43743,Fighting
3965,Snapshot,2,2,60,12,1979,371,5.5644,Fighting
3965,Snapshot,2,2,60,12,1979,371,5.5644,Science Fiction
3966,The Succession Wars,2,5,240,10,1987,436,5.62157,Science Fiction
3967,Battlefleet Gothic,2,4,180,12,1999,1179,6.11446,Science Fiction
3998,Fortune,3,8,180,12,1976,330,5.55614,Economic
4001,Space Marine,2,3,120,12,1989,792,5.86861,Science Fiction
4091,Adeptus Titanicus,2,2,120,12,1988,296,5.58757,Science Fiction
4095,Star Munchkin,3,6,90,10,2002,7101,5.93023,Fighting
4095,Star Munchkin,3,6,90,10,2002,7101,5.93023,Science Fiction
4098,Age of Steam,1,6,120,13,2002,6280,7.43062,Economic
4106,Moderne Zeiten,3,5,45,10,2002,303,5.74565,Economic
4141,Spy Web,2,2,30,8,1997,294,5.55339,Bluffing
4174,Lifeboat,4,6,60,13,2002,3103,6.09969,Bluffing
4279,Flux,2,6,90,12,1986,502,5.47012,Fighting
4317,Mayday,2,2,120,12,1978,367,5.53904,Science Fiction
4356,Monkeys on the Moon,2,4,60,10,2002,1185,5.81572,Science Fiction
4370,Fische Fluppen Frikadellen,2,5,90,10,2002,1150,6.05258,Economic
4375,Krone & Schwert,2,5,60,10,2002,566,5.60088,Fighting
4402,Bayon,2,4,30,10,2002,384,5.50541,Economic
4471,Fist of Dragonstones,3,6,45,8,2002,2161,5.94349,Bluffing
4479,Ratrace,2,6,90,9,1967,404,5.49899,Economic
4485,Hotel Life,3,4,120,10,1989,149,5.70532,Economic
4562,Mogul,3,6,45,13,2002,593,5.83525,Economic
4606,Sucking Vacuum,3,6,45,13,2004,758,5.50003,Bluffing
4606,Sucking Vacuum,3,6,45,13,2004,758,5.50003,Science Fiction
4616,Arimaa,2,2,60,10,2002,839,6.09408,Fighting
4636,Clans,2,4,30,10,2002,4230,6.37019,Bluffing
4646,Bommerz over da Sulphur River,1,2,30,8,1998,207,5.48841,Science Fiction
4651,Stalingrad,2,2,120,12,1963,906,5.55342,Fighting
4671,INWO SubGenius,2,4,120,12,1998,560,5.5762,Science Fiction
4741,Warmachine,2,4,60,12,2003,1237,6.34199,Fighting
4745,Battlecards: World Conflict – Western European Campaign – Starter Set,2,8,60,8,2001,203,5.47694,Fighting
4799,Dicemaster: Cities of Doom,2,2,90,12,1996,291,5.51872,Fighting
4953,1313 Dead End Drive,2,4,30,8,2002,1283,5.56407,Bluffing
4978,Warzone (second edition),2,8,240,12,1998,256,5.61366,Science Fiction
4979,Blood Berets,2,4,60,12,1993,376,5.53073,Science Fiction
5012,Snit Smashing,2,4,30,12,1977,416,5.50126,Science Fiction
5086,Electronic Mall Madness,2,4,60,9,1989,612,5.47672,Economic
5135,Malarky,3,6,45,10,1996,897,5.52395,Bluffing
5186,King Arthur and the Knights of the Round Table,1,6,240,12,1986,314,5.56182,Economic
5186,King Arthur and the Knights of the Round Table,1,6,240,12,1986,314,5.56182,Fighting
5195,The Farming Game,2,6,120,10,1979,1006,5.55893,Economic
5205,G.E.V.,2,2,75,12,1978,1489,6.12555,Fighting
5205,G.E.V.,2,2,75,12,1978,1489,6.12555,Science Fiction
5206,Ogre,1,3,45,10,1977,6456,6.48167,Fighting
5206,Ogre,1,3,45,10,1977,6456,6.48167,Science Fiction
5233,The Great Battles of Alexander,2,2,240,12,1991,507,5.74959,Fighting
5316,"Warhammer Epic 40,000",2,4,180,0,1997,726,5.86394,Science Fiction
5336,Talisman (third edition),2,8,120,9,1994,1913,5.94358,Fighting
5339,Monopoly Junior,2,4,45,5,1990,1517,4.86942,Economic
5369,Hordes of the Things,2,6,45,12,1991,451,5.82554,Fighting
5404,Amun-Re,3,5,90,12,2003,7016,7.13934,Economic
5406,New England,3,4,90,12,2003,2157,6.16296,Economic
5447,Wealth of Nations,2,6,120,10,1975,357,5.49171,Economic
5465,Space Fleet,2,4,60,8,1991,218,5.48621,Science Fiction
5472,Monopoly: Millennium,2,8,90,8,2000,682,5.40868,Economic
5475,After the Holocaust,3,4,360,12,1977,404,5.55764,Economic
5503,Time Tripper,1,4,45,12,1980,438,5.5833,Science Fiction
5534,Light Speed,2,5,10,10,2003,1613,5.9641,Fighting
5534,Light Speed,2,5,10,10,2003,1613,5.9641,Science Fiction
5559,Sky Galleons of Mars,2,6,120,10,1988,435,5.63504,Science Fiction
5575,PeaceBowl,2,4,45,10,2003,201,5.56859,Fighting
5589,Full House,2,4,60,8,1979,173,5.49759,Economic
5591,Clue Jr.: The Case of the Hidden Toys,2,4,30,5,1996,232,5.40035,Bluffing
5684,18EU,2,6,300,14,2001,325,5.9959,Economic
5686,Stargrunt II,2,4,120,12,1996,286,5.7269,Science Fiction
5687,Dirtside II,2,4,120,12,1993,290,5.67399,Science Fiction
5715,Petropolis,2,7,90,9,1976,190,5.48041,Economic
5757,Bakerstreet,2,2,30,10,2003,427,5.50923,Bluffing
5781,"Edel, Stein & Reich",3,5,60,9,2003,1713,6.36138,Bluffing
5811,The Best of Dragon Magazine Games,2,6,60,10,1990,559,5.62003,Bluffing
6050,Duel of Ages Set 1: Worldspanner,2,16,120,12,2003,2345,6.15003,Fighting
6050,Duel of Ages Set 1: Worldspanner,2,16,120,12,2003,2345,6.15003,Science Fiction
6090,Pack of Flies,2,5,20,8,2003,541,5.37156,Bluffing
6117,Nobody but Us Chickens,3,6,20,8,2003,648,5.73311,Bluffing
6191,Xe Queo!,2,2,20,8,1998,361,5.71814,Bluffing
6209,Mag·Blast (Second Edition),2,8,20,10,2002,762,5.84412,Science Fiction
6215,StarSoldier: Tactical Warfare in the 25th Century,2,3,120,12,1977,415,5.56219,Science Fiction
6281,Eketorp,3,6,60,8,2003,1523,5.97369,Bluffing
6281,Eketorp,3,6,60,8,2003,1523,5.97369,Fighting
6282,Azhanti High Lightning,2,16,60,10,1980,345,5.59562,Science Fiction
6366,Dungeons & Dragons: The Fantasy Adventure Board Game,2,5,60,10,2003,2708,6.00344,Fighting
6380,WarCry,2,4,20,12,2003,227,5.5802,Fighting
6508,Tom Tube,2,2,30,10,2003,637,5.75298,Science Fiction
6516,Titan Legions,2,2,240,12,1994,237,5.59788,Fighting
6516,Titan Legions,2,2,240,12,1994,237,5.59788,Science Fiction
6551,Crimson Skies,2,2,10,10,2003,896,5.66902,Fighting
6552,Cashflow 101,2,6,180,10,1996,573,5.31128,Economic
6559,Glory II: Across the Rappahannock,1,2,360,12,2002,499,5.5912,Fighting
6607,Munchkin Fu,3,6,90,10,2003,3642,5.7185,Fighting
6646,Excalibur,2,6,120,14,1989,587,5.65598,Fighting
6653,Strange Synergy,2,4,45,12,2003,662,5.55353,Fighting
6653,Strange Synergy,2,4,45,12,2003,662,5.55353,Science Fiction
6663,Lunar Rails,2,6,240,10,2003,829,5.94172,Economic
6663,Lunar Rails,2,6,240,10,2003,829,5.94172,Science Fiction
6698,Shadowrun Duels,2,2,30,8,2003,284,5.5128,Fighting
6698,Shadowrun Duels,2,2,30,8,2003,284,5.5128,Science Fiction
6711,Hit the Deck,2,6,20,6,2001,686,5.29584,Bluffing
6738,Quicksand,2,5,20,12,2003,1250,5.80871,Bluffing
6742,Dungeons & Dragons Chainmail,2,6,60,10,2001,218,5.55019,Fighting
6752,Attack!,2,6,180,10,2003,3254,5.68218,Economic
6767,Attack Vector: Tactical,2,8,240,12,2004,337,5.69181,Fighting
6767,Attack Vector: Tactical,2,8,240,12,2004,337,5.69181,Science Fiction
6795,Battleball,2,2,45,8,2003,3460,6.00099,Science Fiction
6824,Gold und Rum,4,7,45,10,2003,285,5.51171,Fighting
6923,BattleTech: CityTech,2,6,90,12,1986,793,5.77587,Science Fiction
7064,Senjutsu: Dynamic Samurai Combat,2,2,30,10,2003,229,5.62771,Fighting
7098,Monopoly: Deluxe Edition,2,10,180,8,1995,1816,5.33547,Economic
7164,"Warhammer 40,000 Collectible Card Game",2,2,45,10,2001,439,5.57874,Science Fiction
7180,Monopoly: Nostalgia Wooden Box,2,6,180,8,2001,522,5.53289,Economic
7182,TimeLine,2,5,10,10,2003,519,5.55349,Economic
7182,TimeLine,2,5,10,10,2003,519,5.55349,Science Fiction
7215,To the Green Fields Beyond,2,2,240,12,1978,490,5.68059,Fighting
7218,18VA,2,5,210,14,2001,132,5.68727,Economic
7240,Vanished Planet,1,6,60,8,2003,591,5.61002,Economic
7240,Vanished Planet,1,6,60,8,2003,591,5.61002,Science Fiction
7308,Rock 'Em Sock 'Em Robots,2,2,10,6,1967,297,5.30412,Science Fiction
7464,Battleship Card Game,2,2,20,8,2002,320,5.52839,Bluffing
7514,Zombie Plague,2,6,60,10,2001,648,5.81878,Fighting
7514,Zombie Plague,2,6,60,10,2001,648,5.81878,Science Fiction
7538,Fish Eat Fish,2,5,30,8,2003,844,5.59893,Bluffing
7709,Hands Down,3,4,10,5,1964,293,5.41371,Bluffing
7742,Confrontation,2,2,120,10,2000,511,5.85672,Fighting
7771,En Garde!,2,20,90,0,1975,210,5.60734,Fighting
7806,King Me!,3,6,30,8,2004,1938,6.06733,Bluffing
7929,Dungeons & Dragons Miniatures,2,2,60,12,2003,1579,5.97301,Fighting
7935,1844: Switzerland,3,7,300,12,2003,171,5.9283,Economic
8031,Citadel Combat Cards,2,6,10,10,1992,290,5.36572,Fighting
8031,Citadel Combat Cards,2,6,10,10,1992,290,5.36572,Science Fiction
8045,Princes of the Renaissance,3,6,180,12,2003,2061,6.79703,Economic
8069,Clue FX,2,4,30,8,2003,1153,5.69587,Bluffing
8095,Prophecy,2,5,180,12,2002,2225,6.25784,Fighting
8096,Logistico,2,5,60,11,2003,497,5.74082,Economic
8104,Monopoly: European Edition,2,12,120,8,1991,202,5.439,Economic
8124,Industria,3,4,60,10,2003,2168,6.13366,Economic
8130,Die Fugger,2,4,45,10,2003,929,5.89002,Economic
8138,Kogge,2,4,90,10,2003,397,5.79814,Economic
8147,Maka Bana,2,6,60,10,2003,829,5.93402,Bluffing
8172,Coyote,3,6,30,10,2003,1291,6.07348,Bluffing
8196,BattleTech: AeroTech,2,8,120,12,1986,622,5.52009,Science Fiction
8217,San Juan,2,4,60,10,2004,20064,7.19198,Economic
8222,Spank the Monkey,2,6,30,12,2003,1644,5.71566,Fighting
8229,Armadöra,2,4,30,8,2003,1187,5.87607,Bluffing
8232,Zauberschwert & Drachenei,2,4,45,12,2003,848,5.66551,Bluffing
8232,Zauberschwert & Drachenei,2,4,45,12,2003,848,5.66551,Fighting
8307,Killer,3,50,360,12,1981,260,5.57484,Science Fiction
8374,Monopoly: Deluxe Anniversary Edition,2,10,120,8,1985,337,5.47703,Economic
8450,Hector and Achilles,2,2,30,10,2003,1064,5.51267,Fighting
8508,Dork Tower,2,6,60,12,2003,660,5.56931,Fighting
8515,Hybrid,2,2,120,12,2003,771,5.88949,Fighting
8593,Wreckage,2,4,45,10,2003,1313,5.4947,Fighting
8593,Wreckage,2,4,45,10,2003,1313,5.4947,Science Fiction
8630,Advanced Space Crusade,2,2,45,12,1990,468,5.65804,Fighting
8630,Advanced Space Crusade,2,2,45,12,1990,468,5.65804,Science Fiction
8829,Nobody is Perfect,3,10,45,14,1992,763,5.97593,Bluffing
8892,IGOR: The Mad Scientist's Lament,2,6,60,12,2004,226,5.51701,Science Fiction
8935,Shazamm!,2,2,30,10,2003,948,5.7693,Bluffing
8957,Renegade Legion: Centurion – Blood & Steel,2,4,60,12,1988,529,5.68406,Science Fiction
8989,Hansa,2,4,60,10,2004,5262,6.66705,Economic
9108,Masquerade,3,5,90,10,2003,785,5.62933,Fighting
9202,Saga,2,4,30,12,2004,2094,5.66755,Fighting
9216,Goa,2,4,90,12,2004,9437,7.44911,Economic
9217,Saint Petersburg,2,4,60,10,2004,10574,7.19202,Economic
9220,Saboteur,3,10,30,8,2004,23702,6.53686,Bluffing
9296,Warzone (first edition),2,8,180,12,1996,259,5.65661,Science Fiction
9388,Knock!  Knock!,3,6,20,10,2004,463,5.48628,Bluffing
9408,Dos Rios,2,4,70,12,2004,1733,6.04994,Economic
9441,Ribbit,2,5,20,5,2004,1783,6.2832,Bluffing
9446,Blue Moon,2,2,30,12,2004,6241,6.54463,Fighting
9617,Russian Rails,2,6,240,10,2004,605,5.90335,Economic
9625,Struggle of Empires,2,7,240,13,2004,4113,7.06609,Fighting
9735,Duell,2,2,30,9,2004,665,5.82969,Fighting
9787,Beer Money,2,4,10,12,2004,814,5.57257,Fighting
9792,Oriente,4,12,30,10,2004,1312,5.62311,Bluffing
9792,Oriente,4,12,30,10,2004,1312,5.62311,Fighting
9803,Operation Michael,2,2,180,12,2002,463,5.62478,Fighting
9825,Early American Chrononauts,1,6,45,11,2004,1756,5.97642,Science Fiction
9829,Runebound (First Edition),2,6,120,12,2004,1547,5.84487,Fighting
10093,Axis & Allies,2,5,240,12,2004,6628,6.43295,Economic
10149,The Great War in Europe,2,2,360,12,1995,404,5.63672,Economic
10149,The Great War in Europe,2,2,360,12,1995,404,5.63672,Fighting
10431,Epic Armageddon,2,8,120,12,2003,407,5.86824,Fighting
10431,Epic Armageddon,2,8,120,12,2003,407,5.86824,Science Fiction
10467,Renegade Legion: Leviathan,2,2,90,10,1989,352,5.56708,Science Fiction
10520,Tyrus,2,2,30,12,2004,466,5.64059,Bluffing
10676,Knight Hawks,2,2,60,12,1983,300,5.56626,Science Fiction
10869,Heart of Africa,2,5,60,10,2004,779,5.50653,Economic
10908,Minotaur Lords,2,2,30,12,2004,1160,5.69724,Fighting
10915,Simply Suspects,2,6,15,8,2003,281,5.50981,Bluffing
10962,Smugglers of the Galaxy,2,6,120,12,2004,266,5.49286,Economic
10962,Smugglers of the Galaxy,2,6,120,12,2004,266,5.49286,Science Fiction
11084,Jumbo & Co,3,6,15,8,2004,234,5.54064,Bluffing
11106,"Warhammer 40,000: Rogue Trader",2,2,120,12,1987,883,5.87616,Science Fiction
11147,Ea$y Money,2,4,0,9,1988,286,5.4505,Economic
11170,Heroscape Master Set: Rise of the Valkyrie,2,4,90,8,2004,10775,7.11632,Fighting
11170,Heroscape Master Set: Rise of the Valkyrie,2,4,90,8,2004,10775,7.11632,Science Fiction
11415,Warriors,2,4,30,8,2004,1373,5.30927,Fighting
11971,Cockroach Poker,2,6,20,8,2004,5368,6.25988,Bluffing
11983,Fab Fib,3,10,30,10,2004,211,5.52429,Bluffing
12002,Jambo,2,2,45,12,2004,8958,6.87455,Economic
12157,Unanimo,3,8,30,10,1990,323,5.7596,Bluffing
12166,Funkenschlag,2,6,180,12,2001,968,6.37131,Economic
12188,Garden Competition,3,5,60,10,2004,187,5.7122,Bluffing
12188,Garden Competition,3,5,60,10,2004,187,5.7122,Economic
12194,Munchkin Bites!,3,6,90,10,2004,5136,5.8249,Fighting
12283,Manifest Destiny,3,5,180,12,2005,850,5.8857,Economic
12350,Battlestations,2,8,240,12,2004,1654,6.26096,Science Fiction
12477,Bootleggers,3,6,120,14,2004,4000,6.38995,Economic
12488,WARS Trading Card Game,2,2,45,12,2004,460,5.71254,Science Fiction
12493,Twilight Imperium (Third Edition),3,6,300,12,2005,17315,7.70744,Science Fiction
12623,UWO,2,2,45,10,2004,580,5.45369,Fighting
12632,Goldbräu,3,4,60,10,2004,1656,6.01623,Economic
12633,Mall World,3,5,80,12,2004,607,5.52071,Economic
12681,Neuland,2,4,100,12,2004,2028,6.09547,Economic
12750,1860: Railways on the Isle of Wight,2,4,240,13,2004,821,6.29191,Economic
12761,Ys,2,4,90,12,2004,3206,6.53414,Bluffing
12829,Ice Cream,3,5,30,6,2005,382,5.49961,Economic
12963,Succession: Intrigue in the Royal Court,2,5,90,12,2004,530,5.54515,Bluffing
12964,Space Station Assault,2,2,30,10,2004,358,5.51909,Science Fiction
12995,Dungeon Twister,2,2,60,11,2004,6891,6.60889,Fighting
13071,Age of Gods,3,6,90,12,2004,1268,5.8102,Bluffing
13121,Kablamo,2,5,15,12,2004,364,5.44782,Fighting
13122,Antiquity,2,4,180,14,2004,2262,7.15457,Economic
13172,Kung Fu Fighting,2,6,30,10,2004,1092,5.7832,Fighting
13285,Dungeonville,2,5,60,10,2004,574,5.3578,Economic
13285,Dungeonville,2,5,60,10,2004,574,5.3578,Fighting
13359,Leapfrog,1,6,20,7,2004,198,5.61746,Bluffing
13362,"Warhammer 40,000 (fourth edition)",2,6,60,10,2004,1350,5.91898,Science Fiction
13455,A Call to Arms: Babylon 5 Space Combat,2,8,120,12,2004,282,5.63995,Science Fiction
13456,Vampire: Prince of the City,2,5,180,12,2006,935,5.78169,Bluffing
13460,Obscura Tempora,2,6,45,10,2005,242,5.49206,Fighting
13511,Ninja Versus Ninja,2,2,15,10,2008,1321,5.74747,Fighting
13551,Oltre Mare,2,5,60,12,2004,3715,6.36712,Bluffing
13884,The Scepter of Zavandor,2,6,90,10,2004,2515,6.57386,Economic
13976,Feudo,2,4,90,12,2004,782,5.63269,Fighting
14035,Piranha Pedro,2,6,30,8,2004,651,5.83151,Bluffing
14038,Anachronism,2,4,5,12,2005,888,5.62756,Fighting
14258,Blood Feud in New York,2,6,180,12,2004,1102,5.71741,Economic
14258,Blood Feud in New York,2,6,180,12,2004,1102,5.71741,Fighting
14403,"Warhammer 40,000: Battle for Macragge",2,2,120,12,2004,700,5.72499,Science Fiction
14535,SPANC: Space Pirate Amazon Ninja Catgirls,2,4,60,14,2005,896,5.40055,Fighting
14535,SPANC: Space Pirate Amazon Ninja Catgirls,2,4,60,14,2005,896,5.40055,Science Fiction
14634,Homeworlds,2,6,60,10,2001,261,5.8629,Bluffing
14634,Homeworlds,2,6,60,10,2001,261,5.8629,Fighting
14634,Homeworlds,2,6,60,10,2001,261,5.8629,Science Fiction
14736,Let's Kill,2,6,20,18,1997,715,5.4523,Bluffing
14808,Marvel Heroes,2,4,120,12,2006,3005,6.11165,Fighting
14992,Sword & Skull,2,5,60,10,2005,1327,5.47666,Fighting
15069,Ekonos,2,6,60,0,2004,114,5.6102,Economic
15156,Coloretto Amazonas,2,4,20,8,2005,858,5.59083,Bluffing
15235,Legends of the Old West,2,8,45,12,2004,255,5.6781,Fighting
15363,Nexus Ops,2,4,90,12,2005,9914,7.04137,Fighting
15363,Nexus Ops,2,4,90,12,2005,9914,7.04137,Science Fiction
15364,Vegas Showdown,3,5,75,12,2005,6230,6.96465,Economic
15407,TATATA!,2,8,30,10,2005,253,5.52105,Fighting
15471,Kokkelimonke Jubileum,3,8,60,12,2003,126,5.56362,Bluffing
15474,Zombiaki,2,2,15,8,2003,862,5.74886,Fighting
15512,Diamant,3,8,30,8,2005,4348,6.53358,Bluffing
15804,Hidden Conflict,2,6,30,10,2005,315,5.35886,Fighting
15985,Blood Bowl: Living Rulebook,2,2,120,12,2004,2831,7.27226,Fighting
16144,Fruit Spy,3,5,20,8,2005,864,5.60528,Bluffing
16144,Fruit Spy,3,5,20,8,2005,864,5.60528,Science Fiction
16226,Gone Fishing!,2,2,40,10,2005,580,5.45784,Bluffing
16873,Dividends,2,12,30,12,2005,125,5.488,Economic
16933,Super Munchkin,3,6,90,10,2005,4456,5.73189,Fighting
17030,Anno Domini: Lifestyle,2,8,30,10,1998,292,5.68104,Bluffing
17053,Sleeping Queens,2,5,10,8,2005,3214,6.02524,Bluffing
17119,Head-to-Head Poker,2,2,30,10,2005,317,5.52644,Bluffing
17226,Descent: Journeys in the Dark,2,5,240,12,2005,12289,7.13784,Fighting
17250,Monopoly: London,2,8,180,8,1972,185,5.36155,Economic
17405,1846: The Race for the Midwest,3,5,240,14,2005,1281,6.52673,Economic
17448,Rocketmen: Axis of Evil,2,4,30,8,2005,646,5.53416,Fighting
17448,Rocketmen: Axis of Evil,2,4,30,8,2005,646,5.53416,Science Fiction
17450,Argo,2,4,90,9,2016,223,5.59988,Science Fiction
17710,Conquest of the Empire,2,6,240,10,2005,4622,6.39168,Fighting
17804,Dungeons & Dragons Basic Game,2,5,90,12,2004,1514,5.98733,Fighting
17807,Inquisitor,2,0,0,10,2001,291,5.51933,Science Fiction
17820,Monopoly: 60th Anniversary Edition (1935-1995),2,8,180,8,1995,374,5.45992,Economic
17851,Pizza Box Football,1,2,60,12,2005,1598,5.8995,Bluffing
17857,18Scan,2,4,180,12,2005,166,5.76807,Economic
17922,Anno Domini: Deutschland,2,8,30,10,2002,326,5.68289,Bluffing
17923,Anno Domini: Flopps,2,8,30,10,2001,474,5.82058,Bluffing
17997,Anno Domini: Sex & Crime,2,8,30,10,1998,491,5.79164,Bluffing
18057,Anno Domini: Natur,2,8,30,10,1998,296,5.68668,Bluffing
18212,Dungeons & Dragons Adventure Game,3,6,60,12,2000,393,5.58621,Fighting
18243,Parthenon: Rise of the Aegean,3,6,120,12,2005,1039,5.90298,Economic
18258,Mission: Red Planet,3,5,60,10,2005,3408,6.65118,Science Fiction
18297,Experiment,3,6,30,8,2006,388,5.6145,Bluffing
18400,Battle Beyond Space,3,4,60,13,2012,493,5.70303,Science Fiction
18485,18MEX,3,5,210,14,2005,174,5.81741,Economic
18602,Caylus,2,5,150,12,2005,21925,7.72754,Economic
18824,WWE Raw Deal,2,8,15,10,2000,187,5.66081,Fighting
18835,Credit Mobilier,2,5,60,13,2005,247,5.56058,Economic
18895,Monopoly: 70th Anniversary Edition,2,8,180,8,2005,355,5.47268,Economic
18901,Monopoly: Here and Now,2,8,180,8,2005,876,5.32509,Economic
18931,Emira,3,5,100,12,2006,1414,5.70563,Economic
18932,Siena,2,5,90,12,2005,1360,5.75506,Economic
18961,Paranoia Mandatory Bonus Fun! Card Game,3,8,60,10,2005,633,5.62474,Science Fiction
18963,En Garde!,2,6,45,10,2005,739,5.59578,Fighting
18985,Battleground,2,2,60,12,2005,1569,6.15616,Fighting
19028,Secret Tijuana Deathmatch,3,6,60,12,2005,506,5.50918,Fighting
19040,ChiZo RISING,2,4,20,8,2005,353,5.51413,Fighting
19074,Ostia,3,5,60,12,2005,908,5.61886,Economic
19100,Hacienda,2,5,90,10,2005,3642,6.67591,Economic
19120,High Stakes Drifter,2,8,0,8,2005,269,5.49195,Bluffing
19237,Ca$h 'n Gun$,4,6,30,10,2005,7887,6.53352,Bluffing
19237,Ca$h 'n Gun$,4,6,30,10,2005,7887,6.53352,Fighting
19363,Havoc: The Hundred Years War,2,6,60,10,2005,838,6.02807,Bluffing
19373,Monopoly: 65th Anniversary 1935-2000,2,8,180,8,2000,144,5.4467,Economic
19392,Fruit Bandits,3,5,30,8,2005,124,5.52127,Bluffing
19526,Elasund: The First City,2,4,90,10,2005,3597,6.37815,Economic
19600,Antike,2,6,120,12,2005,3543,6.82207,Fighting
19653,Helden in der Unterwelt,1,4,90,10,2005,334,5.60716,Fighting
19727,The Great Space Race,3,6,180,10,2006,436,5.72298,Science Fiction
19777,Indonesia,2,5,240,14,2005,3147,7.19121,Economic
19857,Glory to Rome,2,5,60,12,2005,12156,7.33763,Economic
20074,Railroad Dice 2,2,4,90,12,2005,315,5.65705,Economic
20090,Double Agent,2,2,20,9,2005,407,5.55312,Bluffing
20101,Kaivai,3,4,120,12,2005,433,5.89083,Economic
20436,Stonehenge: An Anthology Board Game,2,5,60,10,2007,1204,5.46447,Science Fiction
20437,Lords of Vegas,2,4,60,12,2010,5884,6.99018,Economic
20445,Quest for the DragonLords (Second Edition),2,4,120,12,2006,232,5.57274,Fighting
